K10plus-PPN	Hebis-PPN	Umgelenkte Hebis-PPN 1	Umgelenkte Hebis-PPN 2
353407453	106883976		
353407909	106884433		
353409588	106886126		
353410330	106886894		
35341252X	106893106		
353413313	083736387		
353483982	056848218		
353506168	459769057		
353508713		107039362	
353594016	107578271		
353610593		10801133X	
353694150	459763512		
353755257	11193401X		
353798355	109012844		
353821535	106981226		
353822329	106982001		
353823201	106982915		
353824755	106984454		
353825999	106985736		
353827401	106987119		
353961108	111378311		
353984809	107599120		
354033999	107218313		
354034510	107218801		
354034545	107218836		
35403488X	105348244		
354038389	107222663		
354039490	107223791		
354042777	107232987		
354045156	107235668		
354241737	107819201		
354253441		061405450	
354257846	102933693		
354258028	108626709		
354261622	128730811		
35427841X	112300693		
35430013X	108127079		
354381474	109616901		
354392166	109493079		
354436422	107348497		
354436813	110759303		
354436880	107348942		
35443697X	107349043		
354436988	107349051		
354443747	107363267		
354520385	108657736		
354544616		187610770	
35462850X	107862549		
354703307	289453305		
354807277	110809602		
354807439	111045282		
354807552	111327415		
354837311	108052591		
354845055	110876687		
354854119	107506556		
354855263	190123796		
354855735	107453444		
354856731	10750927X		
354856758	107509296		
354861700	107518368		
35486260X	107519550		
35491510X	107642247		
354927256	10974540X		
355042290	107564955		
355064022	110146727		
355144255	107751623		
355168987	108011038		
355186918	111502306		
355318040	107685086		
355419750	121239160		
355459337	111199441		
355479052	114650543		
355480719	108220451		
355511088	10822063X		
355634368	459804790		
355638568	114660085		
355678829	108654206		
355729946	459816063		
355753561	107867966		
355757796	107651319		
355853914	118552473		
355854597	118195484		
355867117	459797069		
355867818	107925923		
355899760	459770284		
356018318	107976226		
356022307	45985979X		
356048624	129046612		
356075249	110944623		
356107736	10804016X		
356294501	289334594		
356364089	459767992		
356366502	108399613		
35647819X		19052958X	
35647951X	118627651		
356491471	108179338		
356550052	11118522X		
35667259X	107739720		
356781208	10829000X		
356784576	108293319		
35686605X	108391507		
356930858	110080351		
357011783	109258096		
357012526	108456315		
357012763	108456552		
357013840	108457753		
357173538		109369572	
357225163	108672921		
357227557	10583792X		
357318609	028039599		
357375416	056377061		
357518365	034350195		
357562348	055650562		
357638727	108664910		
357658337	111036798		
357684028	110084942		
357716027	459657089		
357724658	109460197		
357725484	127738274		
357734238	10856696X		
357736427	099807327		
357766539	112401260		
357863410		05120858X	
357863712		13408117X	
357869796		186178999	
357869850		005841143	
357869869		010579028	
357870220		011315733	
357870514		186237057	
35787059X		18911147X	
357870905		054133254	
357879260	109470613		
358053919	11114955X		
358057124	110386035		
358063442	113156081		
358064120	110344103		
358067049	112109594		
35806712X	110254562		
358067219	110051394		
358067499	112357474		
358068975	109880625		
358072603	108832856		
358277760	10988065X		
358277868	109602943		
35828287X	179848496		
358287146	110255135		
358294584	109881613		
358298512	110344111		
358299748	459814648		
358305810	109241444		
358378621	110392310		
358506646	111133092		
358520622	109128699		
358532361	459768255		
358532604	109672402		
358535387	110905075		
358537487	113550839		
358537630	112018009		
358768675	111500923		
358782414	114603995		
35892507X	109308662		
358929938	108942368		
358945534	112357563		
358945828	113238819		
359089534	109037537		
359189938	110311639		
359201881	11056622X		
359251447	112304400		
359271073	02828061X		
359272592	034391185		
359273254	026935724		
359280307	097450359		
359287824	459720775		
359290256	459901052		
359312594	459859218		
359312608	459870823		
359312616	45986307X		
359312624	459857541		
359312748	459854348		
359329306	459734970		
359375812	459766686		
359385397	109050835		
35941205X	110077660		
35941365X	123608244		
359417795	112641997		
359424538	111151058		
359425410	459799355		
359426743	110078217		
359427642	112932657		
359427677	10988373X		
359430597	109771516		
359433316	111151252		
35943360X	112400396		
359433634	112018564		
359434630	111081270		
359436811	112238432		
359436870	110953800		
359437052	110388577		
359437788	111035023		
359439039	111151457		
35943939X	111151465		
35944623X	459901753		
359446825	111234298		
359529488	109031296		
359597386	109492447		
359627048	109391411		
359628303	459822403		
359628362	110147189		
359645429	109698835		
359651704	109486765		
359744672	109885864		
359787614		186282680	
359824390	109139615		
359973906	009335854		
360024629	111040582		
360030130	111046351		
360033555	111262364		
360045545	111100623		
360066879	112440991		
360067727	113322860		
360068863	111152194		
360072720	110817095		
36007698X	111904080		
360078540	459792253		
360079075	11103597X		
36007913X	113873832		
360093396	109494458		
360155871	28933618X		
360169198	110594630		
360171168	459758780		
360265316	109276388		
360362648	109505093		
360404421	113967179		
360405002	110914953		
360412017	10964543X		
360450423	109747453		
360450865	110085728		
360488994	109397223		
360524400	459869884		
360524796	108456579		
360533337	112300901		
360562450	108928764		
360577725	109960807		
360698921	110733932		
360760422	110675444		
360811426	110910141		
36081154X	111374480		
360846807	111262216		
360856284	114246904		
360871976	112811140		
360921418	112826377		
360965776	112355307		
360986064	111196175		
361001312	459638424		
361010990	110673689		
361031556	116170840		
361088485	110260562		
361126859	111558468		
361140150	11087823X		
361190379	11153870X		
361217765	110881931		
361236484	459513869		
361246595	109942515		
361247354	110903927		
361248857	111038235		
36131700X	11067359X		
361346298	11201593X		
361410379	110309650		
361427166	112992382		
361435304	111040434		
361438389	111377609		
361525052	110259718		
361549148	109949889		
361578377	111156203		
361585489	459769308		
361637543	112829325		
361645449	110804406		
361667388	111538920		
361668732	110856155		
361684541	110713605		
361702280	110621948		
361702396	110916255		
36171047X	110518942		
361750676	112786162		
361768060	110264118		
361772459	109756908		
361807090	110676289		
361828349	112538134		
36186230X	110585070		
361877137	109748360		
361882270	112419151		
361924291	112850588		
361930941	11080399X		
361961316	111419514		
361962878	110729854		
361969392	112892655		
361994850	111563178		
362043892	111260671		
36209022X	111039193		
362110905	459790544		
362139830	111347114		
362160511	111851084		
362180989	11116365X		
362209855	111263093		
36221106X	110479319		
362240299	113416970		
36224071X	112804837		
362245320	111437032		
362291012	111236061		
362303835	112028187		
362315256	113983514		
362324050	097770655		
36233109X	112022979		
362334323	459789120		
362336571	110741005		
362345775	109245903		
362395551	109504631		
362400555	188040811		
362426155	111916259		
362522030	112114636		
362555036	114530254		
36257510X	107518376		
362633606	111102537		
362634491	110949749		
362649189	112015700		
362731020	113397895		
362737150	188698167		
362771006		132613441	
362825351	111910684		
362845808	113527446		
362860246	112239307		
362863377	125583540		
362863636	110528204		
362865574	459772732		
362891133	111037832		
362943664	112241948		
362985871	111755425		
36301747X	111348226		
363081518	11190451X		
363088733	111346266		
363091262	11153187X		
363132384	110679989		
363133585	112782825		
363136126	459770861		
363172017	11511095X		
363233393	110802845		
363468501	110567404		
36349149X	112124275		
363509216	111959462		
363515585	114344922		
363516379	124143814		
363521178	111906393		
363522727	111983908		
363527877	191800651		
363528946	45976523X		
363617558	112026974		
363624104	112649521		
363658769	117035386		
363749241		109478517	
36384838X	110872797		
363871810	100781039		
364142456	112854516		
364150580	111549949		
364159057	111961580		
364175222	180758594		
364175923	116162287		
364188243	111261961		
364194723	125733135		
364233869	11048441X		
364241632		110711491	
364244380	112784739		
364251948	113817053		
364256389	115270396		
364256729	125583532		
364256745	124509932		
364288434	112440738		
364325534	117037141		
364333456	112112889		
364389680	112081819		
364444010	113922949		
364498706	112817890		
364601396	112780555		
364602058	114027064		
364602368	112721699		
364640405	112784291		
364652489	107017865		
364673907	112024947		
364677325	112029183		
364680679	111906849		
36468125X	111907586		
364689668	111304776		
364690976	111794080		
364692189	111795885		
364692987	459814664		
364709677	111261872		
364718285	111160499		
364726083	110904214		
364728787	110911350		
364729422	110912179		
364743948	110679997		
364786612	109619641		
364808497	115320040		
364974982	115244719		
364991739	115112820		
364998474	117003530		
364999306	121582752		
365010707	112784348		
36501804X	113086393		
365019801	113478356		
365022012	118621297		
365029785	112735797		
365042544	112522742		
365045837	12645616X		
365045985	115240144		
365048569	112461743		
365049611	113228058		
365050334	114233802		
365051381	117982857		
36505190X	114578753		
365052396	123438217		
365055689	115240233		
36505657X	115111808		
365060712	115183299		
365074047	459816810		
365079448	115044701		
365083305	114544549		
365083372	113818645		
365083437	114345694		
365083739	112216188		
365087335	185284434		
365094552	112894801		
365110841	114628483		
365113980	115048456		
36511619X	114303029		
365122882	12884003X		
365122890	122836871		
365123412	114166552		
365123579	115175679		
365124664	118771248		
365126101	114025606		
36514004X	113123655		
365163007	119601230		
365163376	114455317		
365164682	112240704		
36516481X	113158858		
365165786	113055528		
365165794	113519117		
365165840	111812836		
365166057	113055552		
365181633	112537804		
365184322	116558695		
365184330	114493308		
365184357	124030084		
365184365	121656942		
365185191	113816723		
365188395	110340906		
36518876X	110947843		
365190403	112112323		
365199958	127870431		
365220477	459821679		
365266493	459771736		
36526802X	115036083		
365268046	12500706X		
365268933	113243359		
36527691X	11281137X		
365277282	114508763		
365287970	184027861		
365288284	112110908		
365290211	112867669		
365446297	114028931		
365467723	122853253		
365657883		191181900	
365742279	11286631X		
365743011		186285477	
365967327		057136157	
366026488		227159128	
366084054	09872388X		
366115642	107610337		
366115693	115240217		
366128671	11278612X		
366160249	125848560		
366175343	11316999X		
366177702	113070357		
366194372	115183930		
36619870X	112736335		
366217216	307826236		
366222325	115058176		
366226770	112719406		
366240366	11198212X		
366244205	119323036		
366244647	112896553		
366244949	118772317		
366246186	132707195		
366252070	113976992		
36625555X	113924372		
366289845	459946684		
366294601	116289503		
366294733	116016914		
366295527	117038857		
366300504	113854412		
36630058X	119262193		
36630092X	114457751		
366301438	113325606		
366301489	112817920		
366301497	117964611		
366302469	113557256		
366302523	115164723		
366302949	12169657X		
366303694	114175802		
366303708	115113673		
366303856	125141386		
366304399	120887177		
366304569	114493359		
366304607	114315051		
366308408	114664994		
366315161	112408370		
366333917	113521529		
366387170	118462415		
366397656	12050247X		
366397672	115114130		
366398261	114290342		
366398741	114235716		
366399993	114348340		
366533681	124393624		
366561235		081365047	
366658220	11795182X		
366660837	124992714		
36668034X	115214410		
366680463	112658539		
366690930	114387427		
366722522	110881842		
