k10plus-PPN	hebis-PPN	k10plus-EPN	hebis-EPN	206X
6001831254	340032367	6004534374	1083907344	HEB1083907344
6001831262	340207841	6004534390	1082592870	HEB1082592870
6001831270	340324716	6004534404	1082720216	HEB1082720216
6001831289	343894092	600453451X	1083907395	HEB1083907395
6001831297	034517685	6004534536	1092897267	HEB1092897267
6001831300	347460771	6004534560	1082593443	HEB1082593443
6001831319	347762921	6004534579	1082593044	HEB1082593044
6001831327	348464533	6004534587	1117161307	HEB1117161307
6001831335	352098589	6004534595	1083417223	HEB1083417223
6001831343	358334896	6004534641	1117161323	HEB1117161323
6001831351	361787758	6004534684	1083417339	HEB1083417339
600183136X	364307919	6004534692	111716134X	HEB111716134X
6001831378	364383208	6004534706	1286025583	HEB1286025583
6001831386	380321343	6004534757	1101058838	HEB1101058838
6001831394	387508465	6004534781	1082593451	HEB1082593451
6001831408	004026578	6004534900	1082578592	HEB1082578592
6001831416	404778038	6004534935	1082720291	HEB1082720291
6001831424	004064747	6004534951	1082577227	HEB1082577227
6001831432	00406531X	600453496X	1083416626	HEB1083416626
6001831440	004072715	6004534978	1082591092	HEB1082591092
6001831459	004078004	6004534994	1101056908	HEB1101056908
6001831467	004080807	600453501X	1083903071	HEB1083903071
6001831475	004082265	6004535028	1082580201	HEB1082580201
6001831491	00426102X	6004535192	1093044292	HEB1093044292
6001831505	004275357	6004535206	1101057858	HEB1101057858
6001831513	440074789	6004535389	1082720356	HEB1082720356
6001831521	004414152	6004535400	110105767X	HEB110105767X
600183153X	441521037	6004535419	1082720364	HEB1082720364
6001831548	45100387X	6004535583	1082591963	HEB1082591963
6001831556	451323823	6004535591	1100641467	HEB1100641467
6001831564	45289266X	6004535613	111709068X	HEB111709068X
6001831572	45568264X	6004535648	1086570952	HEB1086570952
6001831580	045711240	6004535699	1101055871	HEB1101055871
6001831599	458519685	6004535753	1082578851	HEB1082578851
6001831602	045852197	6004535761	1101058315	HEB1101058315
6001831610	459498649	6004535826	1082576026	HEB1082576026
6001831629	459498703	6004535834	1082576093	HEB1082576093
6001831637	459498827	6004535850	1082576220	HEB1082576220
6001831645	459498975	6004535885	1082576379	HEB1082576379
6001831653	459499106	6004535915	1082576522	HEB1082576522
6001831661	459499351	6004535966	108257676X	HEB108257676X
600183167X	459499416	6004535982	1082576832	HEB1082576832
6001831688	459499475	6004535990	1082576913	HEB1082576913
6001831696	459499815	6004536024	1082577278	HEB1082577278
600183170X	459499912	6004536040	1082577405	HEB1082577405
6001831718	459499971	6004536059	1082577464	HEB1082577464
6001831726	459500406	6004536075	1082577898	HEB1082577898
6001831734	459500422	6004536083	108257791X	HEB108257791X
6001831742	459500449	6004536091	1082577936	HEB1082577936
6001831750	459500481	6004536105	1082577960	HEB1082577960
6001831769	459500937	600453613X	1082578428	HEB1082578428
6001831777	459500961	6004536156	1082578460	HEB1082578460
6001831785	459500988	6004536164	1082578479	HEB1082578479
6001831793	459501194	6004536199	108257872X	HEB108257872X
6001831807	459501593	6004536261	1082579076	HEB1082579076
6001831815	459501755	6004536288	1082579262	HEB1082579262
6001831823	459501763	6004536296	1251614418	HEB1251614418
6001831831	459501941	6004536318	1082579432	HEB1082579432
600183184X	459501992	6004536326	1082579483	HEB1082579483
6001831858	459502042	6004536334	1082579548	HEB1082579548
6001831866	459502085	6004536342	1082579564	HEB1082579564
6001831874	45950214X	6004536350	1082579610	HEB1082579610
6001831882	459502190	6004536369	1082579661	HEB1082579661
6001831890	459502220	6004536385	1082579696	HEB1082579696
6001831904	459502271	6004536393	1082579750	HEB1082579750
6001831912	459502654	6004536458	1082580104	HEB1082580104
6001831920	459502700	6004536466	1082580155	HEB1082580155
6001831939	45950293X	6004536482	1082580392	HEB1082580392
6001831947	459503006	6004536504	1082580473	HEB1082580473
6001831955	459503677	6004536539	1082581100	HEB1082581100
6001831963	459503685	6004536547	1082581119	HEB1082581119
6001831971	459503693	6004536555	1082581127	HEB1082581127
600183198X	45950374X	6004536563	1082581143	HEB1082581143
6001831998	45950388X	6004536598	1082581283	HEB1082581283
6001832005	459503952	600453661X	1082581372	HEB1082581372
6001832013	45950407X	6004536644	1082581461	HEB1082581461
6001832021	459504142	6004536660	1082581569	HEB1082581569
600183203X	459504193	6004536687	1082581615	HEB1082581615
6001832048	459504215	6004536695	1082581631	HEB1082581631
6001832056	459504223	6004536709	108258164X	HEB108258164X
6001832064	45950424X	6004536725	1082581674	HEB1082581674
6001832072	459504339	6004536733	1082581739	HEB1082581739
6001832080	459504487	6004536768	1082581887	HEB1082581887
6001832099	459504657	6004536792	1082582034	HEB1082582034
6001832102	459504789	6004536814	1082582174	HEB1082582174
6001832110	459504991	6004536857	1082582379	HEB1082582379
6001832129	459505106	600453689X	1082582484	HEB1082582484
6001832137	459505149	6004536903	1082582492	HEB1082582492
6001832145	459505157	6004536911	1082582514	HEB1082582514
6001832153	459505297	6004536938	1082582662	HEB1082582662
6001832161	459505394	6004536946	1082582735	HEB1082582735
600183217X	459505424	6004536962	1082582778	HEB1082582778
6001832188	459505432	6004536970	1082582794	HEB1082582794
6001832196	45950553X	6004537004	1082582905	HEB1082582905
600183220X	45950567X	6004537039	1082583006	HEB1082583006
6001832218	459505734	6004537055	1082583073	HEB1082583073
6001832226	459505742	6004537063	1082583081	HEB1082583081
6001832234	459505785	6004537071	1082583138	HEB1082583138
6001832242	459505939	600453708X	1082583286	HEB1082583286
6001832250	459506129	6004537128	1082583499	HEB1082583499
6001832269	459506137	6004537136	1082583502	HEB1082583502
6001832277	459506250	6004537152	1082583618	HEB1082583618
6001832285	459506668	6004537217	1082584037	HEB1082584037
6001832293	459506773	6004537241	1082584150	HEB1082584150
6001832307	459506803	600453725X	1082584185	HEB1082584185
6001832315	459506811	6004537268	1082584193	HEB1082584193
6001832323	459506889	6004537276	1082584266	HEB1082584266
6001832331	459507079	6004537306	1082584460	HEB1082584460
600183234X	459507451	6004537349	1082584886	HEB1082584886
6001832358	459507516	6004537357	1082584967	HEB1082584967
6001832366	459507605	6004537373	1082585033	HEB1082585033
6001832374	459507710	6004537381	1082585130	HEB1082585130
6001832382	459507885	6004537411	1082585335	HEB1082585335
6001832390	459507974	6004537438	1082585440	HEB1082585440
6001832404	459508016	6004537446	1082585475	HEB1082585475
6001832412	459508547	6004537519	1082586021	HEB1082586021
6001832420	459508679	6004537551	108258617X	HEB108258617X
6001832439	459508687	600453756X	1082586188	HEB1082586188
6001832447	459508741	6004537608	1082586242	HEB1082586242
6001832455	459508814	6004537616	1082586269	HEB1082586269
6001832463	459508849	6004537624	1082586307	HEB1082586307
6001832471	459508954	6004537640	1082586390	HEB1082586390
600183248X	45950911X	6004537675	1082586579	HEB1082586579
6001832498	459509195	6004537683	1082586668	HEB1082586668
6001832501	459509225	6004537691	1082586706	HEB1082586706
600183251X	459509446	6004537705	1082586900	HEB1082586900
6001832528	459509667	6004537721	1082587141	HEB1082587141
6001832536	459509675	600453773X	108258715X	HEB108258715X
6001832544	459509683	6004537748	1082587168	HEB1082587168
6001832552	459509721	6004537764	1082587206	HEB1082587206
6001832560	459509748	6004537780	1082587222	HEB1082587222
6001832579	459509764	6004537799	1082587257	HEB1082587257
6001832587	459509810	6004537802	1082587338	HEB1082587338
6001832595	459509926	6004537829	1082587451	HEB1082587451
6001832609	459510142	6004537888	1082587702	HEB1082587702
6001832617	459510150	6004537896	1082587710	HEB1082587710
6001832625	459510460	6004537950	1082588083	HEB1082588083
6001832633	459510665	6004537977	108258827X	HEB108258827X
6001832641	459510711	6004537993	1082588350	HEB1082588350
600183265X	45951072X	6004538000	1082588369	HEB1082588369
6001832668	459510797	6004538019	1082588415	HEB1082588415
6001832676	459510991	6004538051	1082588571	HEB1082588571
6001832684	459511009	600453806X	108258858X	HEB108258858X
6001832692	459511041	6004538078	1082588628	HEB1082588628
6001832706	459511068	6004538086	1082588644	HEB1082588644
6001832714	459511157	6004538094	1082588741	HEB1082588741
6001832722	459511262	6004538124	1082588881	HEB1082588881
6001832730	459511270	6004538132	108258889X	HEB108258889X
6001832749	459511289	6004538140	1082588911	HEB1082588911
6001832757	459511378	6004538159	1082588962	HEB1082588962
6001832765	459511386	6004538167	1082588970	HEB1082588970
6001832773	459511475	6004538175	108258908X	HEB108258908X
6001832781	459511505	6004538183	108258911X	HEB108258911X
600183279X	459511521	6004538191	1082589136	HEB1082589136
6001832803	459511580	6004538213	1082589209	HEB1082589209
6001832811	459511653	6004538221	1082589268	HEB1082589268
600183282X	459511661	600453823X	1082589276	HEB1082589276
6001832838	45951170X	6004538264	1082589314	HEB1082589314
6001832846	459511726	6004538272	1082589330	HEB1082589330
6001832854	459511823	6004538299	1082589446	HEB1082589446
6001832862	459511874	6004538302	1082589470	HEB1082589470
6001832870	459511904	6004538310	1082589500	HEB1082589500
6001832889	459511920	6004538329	1082589527	HEB1082589527
6001832897	459511955	6004538337	108258956X	HEB108258956X
6001832900	459511971	6004538345	1082589586	HEB1082589586
6001832919	459511998	6004538353	1082589616	HEB1082589616
6001832927	459512021	6004538361	1082589640	HEB1082589640
6001832935	45951203X	600453837X	1082589659	HEB1082589659
6001832943	459512072	6004538388	1082589705	HEB1082589705
6001832951	459512242	6004538426	1082589888	HEB1082589888
600183296X	459512250	6004538434	1082589896	HEB1082589896
6001832978	459512277	6004538442	1082589934	HEB1082589934
6001832986	459512285	6004538450	1082589942	HEB1082589942
6001832994	459512307	6004538469	1082589977	HEB1082589977
600183301X	45951234X	6004538477	1082589985	HEB1082589985
6001833028	459512390	6004538485	1082590045	HEB1082590045
6001833036	459512412	6004538493	1082590061	HEB1082590061
6001833044	459512439	6004538507	1082590096	HEB1082590096
6001833052	459512447	6004538515	108259010X	HEB108259010X
6001833060	459512463	6004538523	1082590134	HEB1082590134
6001833079	459512471	6004538531	1082590142	HEB1082590142
6001833087	459512536	6004538558	1082590215	HEB1082590215
6001833095	459512544	6004538566	1082590231	HEB1082590231
6001833109	459512552	6004538574	108259024X	HEB108259024X
6001833117	459512617	6004538590	1082590312	HEB1082590312
6001833125	45951265X	6004538604	1082590355	HEB1082590355
6001833133	459512668	6004538612	1082590363	HEB1082590363
6001833141	459512730	6004538639	1082590444	HEB1082590444
600183315X	459512749	6004538647	1082590452	HEB1082590452
6001833168	459512757	6004538655	1082590479	HEB1082590479
6001833176	459512862	6004538698	1082590568	HEB1082590568
6001833184	459512870	6004538701	1082590576	HEB1082590576
6001833192	459512897	600453871X	1082590592	HEB1082590592
6001833206	459513095	6004538728	1082590800	HEB1082590800
6001833214	459513141	6004538736	1082590878	HEB1082590878
6001833222	45951315X	6004538744	1082590886	HEB1082590886
6001833230	459513230	6004538752	1082590983	HEB1082590983
6001833249	459513338	6004538779	1082591068	HEB1082591068
6001833257	459513354	6004538795	1082591084	HEB1082591084
6001833265	459513419	6004538809	1082591122	HEB1082591122
6001833273	459513443	6004538817	1082591165	HEB1082591165
6001833281	459513451	6004538825	1082591173	HEB1082591173
600183329X	459513486	6004538833	1082591203	HEB1082591203
6001833303	459513532	6004538841	1082591262	HEB1082591262
6001833311	459513559	600453885X	1082591289	HEB1082591289
600183332X	459513591	6004538868	1082591335	HEB1082591335
6001833338	45951363X	6004538876	1082591378	HEB1082591378
6001833346	459513699	6004538892	1082591491	HEB1082591491
6001833354	459513702	6004538906	1082591505	HEB1082591505
6001833362	459513729	6004538914	1082591521	HEB1082591521
6001833370	459513761	6004538922	1082591548	HEB1082591548
6001833389	45951377X	6004538930	1082591556	HEB1082591556
6001833397	459513818	6004538949	1082591599	HEB1082591599
6001833400	459513834	6004538957	1082591602	HEB1082591602
6001833419	459513850	6004538973	1082591629	HEB1082591629
6001833427	459513915	600453899X	1082591696	HEB1082591696
6001833435	459513974	6004539007	1082591769	HEB1082591769
6001833443	459513982	6004539015	1082591777	HEB1082591777
6001833451	459514024	6004539023	1082591785	HEB1082591785
600183346X	459514121	600453904X	1082591920	HEB1082591920
6001833478	459514148	6004539058	1082591947	HEB1082591947
6001833486	459514172	6004539066	108259198X	HEB108259198X
6001833494	459514318	6004539074	1082592064	HEB1082592064
6001833508	459514350	6004539082	1082592110	HEB1082592110
6001833516	459514415	6004539104	1082592196	HEB1082592196
6001833524	459514458	6004539120	1082592269	HEB1082592269
6001833532	459514849	6004539163	1082592633	HEB1082592633
6001833540	459514881	6004539171	1082592684	HEB1082592684
6001833559	459515020	600453918X	108259279X	HEB108259279X
6001833567	459515063	6004539201	1082592838	HEB1082592838
6001833575	459515136	600453921X	1082592919	HEB1082592919
6001833583	459515330	6004539244	1082593095	HEB1082593095
6001833591	459515349	6004539252	1082593109	HEB1082593109
6001833605	459515667	6004539279	108259346X	HEB108259346X
6001833613	046032436	6004539333	1101059710	HEB1101059710
6001833621	461095815	6004539406	1087300290	HEB1087300290
600183363X	046216030	6004539473	1117089215	HEB1117089215
6001833648	004628926	600453952X	1093044322	HEB1093044322
6001833656	004651006	6004539627	1082711950	HEB1082711950
6001833664	046620176	600453966X	1082593338	HEB1082593338
6001833672	046664351	6004539694	1117154734	HEB1117154734
6001833680	046717226	6004539716	1112447210	HEB1112447210
6001833699	469404388	6004539791	1133349498	HEB1133349498
6001833702	471983357	6004539856	1130050912	HEB1130050912
6001833710	004720148	6004539872	1083903101	HEB1083903101
6001833729	004791088	6004539988	1092896694	HEB1092896694
6001833737	004791207	6004539996	1083416677	HEB1083416677
6001833745	004806395	6004540048	1082579815	HEB1082579815
6001833753	004836944	6004540080	1117150267	HEB1117150267
6001833761	048649171	6004540102	1218754451	HEB1218754451
600183377X	486818667	6004540129	1171337949	HEB1171337949
6001833788	004897528	6004540293	1104308584	HEB1104308584
6001833796	49203205X	6004540390	1198943653	HEB1198943653
600183380X	004930991	6004540471	1082712337	HEB1082712337
6001833818	049314025	6004540498	1084051508	HEB1084051508
6001833826	04981396X	6004540595	1117154920	HEB1117154920
6001833834	050534815	600454065X	1117154947	HEB1117154947
6001833842	515380644	6004540897	1274926858	HEB1274926858
6001833850	051754355	6004540919	1117089363	HEB1117089363
6001833869	051977648	600454101X	1113569964	HEB1113569964
6001833877	005231388	6004541125	1117088650	HEB1117088650
6001833885	005278082	6004541265	1117150372	HEB1117150372
6001833893	005308887	600454132X	1084051168	HEB1084051168
6001833907	053496396	6004541389	1101059095	HEB1101059095
6001833915	005354285	6004541400	1093044381	HEB1093044381
6001833923	005363128	6004541443	109304439X	HEB109304439X
6001833931	005364272	6004541478	1083903179	HEB1083903179
600183394X	005364302	6004541486	1082579386	HEB1082579386
6001833958	054070570	6004541567	1148427376	HEB1148427376
6001833966	005418607	6004541648	1083416901	HEB1083416901
6001833974	005463335	6004541788	1082592021	HEB1082592021
6001833982	05524646X	6004541877	1117155382	HEB1117155382
6001833990	005528364	6004541907	1117150461	HEB1117150461
6001834008	005543843	600454194X	1082587915	HEB1082587915
6001834016	005544033	6004541966	1101058455	HEB1101058455
